Accession,Release_Date,Isolate,Genotype,Geo_Location,Country,USA,Collection_Date,GenBank_Title
OK552823,2022-09-13T00:00:00Z,S553_20130122_Fl_B23,,USA,USA,,2013-01-22,"Hepacivirus C isolate S553_20130122_Fl_B23 polyprotein gene, partial cds"
OK552824,2022-09-13T00:00:00Z,S553_20130122_Fl_B24,,USA,USA,,2013-01-22,"Hepacivirus C isolate S553_20130122_Fl_B24 polyprotein gene, partial cds"
OK552825,2022-09-13T00:00:00Z,S553_20130530_Fl_T01,,USA,USA,,2013-05-30,"Hepacivirus C isolate S553_20130530_Fl_T01 polyprotein gene, partial cds"
OK552826,2022-09-13T00:00:00Z,S553_20130530_Fl_T02,,USA,USA,,2013-05-30,"Hepacivirus C isolate S553_20130530_Fl_T02 polyprotein gene, partial cds"
OK552827,2022-09-13T00:00:00Z,S553_20130530_Fl_T03,,USA,USA,,2013-05-30,"Hepacivirus C isolate S553_20130530_Fl_T03 polyprotein gene, partial cds"
OK552828,2022-09-13T00:00:00Z,S553_20130530_Fl_T04,,USA,USA,,2013-05-30,"Hepacivirus C isolate S553_20130530_Fl_T04 polyprotein gene, partial cds"
OK552829,2022-09-13T00:00:00Z,S553_20130530_Fl_T05,,USA,USA,,2013-05-30,"Hepacivirus C isolate S553_20130530_Fl_T05 polyprotein gene, partial cds"
OK552830,2022-09-13T00:00:00Z,S553_20130530_Fl_T06,,USA,USA,,2013-05-30,"Hepacivirus C isolate S553_20130530_Fl_T06 polyprotein gene, partial cds"
OK552831,2022-09-13T00:00:00Z,S553_20130530_Fl_T07,,USA,USA,,2013-05-30,"Hepacivirus C isolate S553_20130530_Fl_T07 polyprotein gene, partial cds"
OK552832,2022-09-13T00:00:00Z,S553_20130822_Fl_A02,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_A02 polyprotein gene, partial cds"
OK552833,2022-09-13T00:00:00Z,S553_20130822_Fl_A03,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_A03 polyprotein gene, partial cds"
OK552834,2022-09-13T00:00:00Z,S553_20130822_Fl_A04,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_A04 polyprotein gene, partial cds"
OK552835,2022-09-13T00:00:00Z,S553_20130822_Fl_A05,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_A05 polyprotein gene, partial cds"
OK552836,2022-09-13T00:00:00Z,S553_20130822_Fl_A07,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_A07 polyprotein gene, partial cds"
OK552837,2022-09-13T00:00:00Z,S553_20130822_Fl_A09,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_A09 polyprotein gene, partial cds"
OK552838,2022-09-13T00:00:00Z,S553_20130822_Fl_A11,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_A11 polyprotein gene, partial cds"
OK552839,2022-09-13T00:00:00Z,S553_20130822_Fl_A12,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_A12 polyprotein gene, partial cds"
OK552840,2022-09-13T00:00:00Z,S553_20130822_Fl_A13,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_A13 polyprotein gene, partial cds"
OK552841,2022-09-13T00:00:00Z,S553_20130822_Fl_A15,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_A15 polyprotein gene, partial cds"
OK552842,2022-09-13T00:00:00Z,S553_20130822_Fl_A16,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_A16 polyprotein gene, partial cds"
OK552843,2022-09-13T00:00:00Z,S553_20130822_Fl_A17,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_A17 polyprotein gene, partial cds"
OK552844,2022-09-13T00:00:00Z,S553_20130822_Fl_A18,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_A18 polyprotein gene, partial cds"
OK552845,2022-09-13T00:00:00Z,S553_20130822_Fl_A19,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_A19 polyprotein gene, partial cds"
OK552846,2022-09-13T00:00:00Z,S553_20130822_Fl_A22,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_A22 polyprotein gene, partial cds"
OK552847,2022-09-13T00:00:00Z,S553_20130822_Fl_A23,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_A23 polyprotein gene, partial cds"
OK552848,2022-09-13T00:00:00Z,S553_20130822_Fl_A24,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_A24 polyprotein gene, partial cds"
OK552849,2022-09-13T00:00:00Z,S553_20130822_Fl_B03,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_B03 polyprotein gene, partial cds"
OK552850,2022-09-13T00:00:00Z,S553_20130822_Fl_B04,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_B04 polyprotein gene, partial cds"
OK552851,2022-09-13T00:00:00Z,S553_20130822_Fl_B05,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_B05 polyprotein gene, partial cds"
OK552852,2022-09-13T00:00:00Z,S553_20130822_Fl_B06,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_B06 polyprotein gene, partial cds"
OK552853,2022-09-13T00:00:00Z,S553_20130822_Fl_B07,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_B07 polyprotein gene, partial cds"
OK552854,2022-09-13T00:00:00Z,S553_20130822_Fl_B08,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_B08 polyprotein gene, partial cds"
OK552855,2022-09-13T00:00:00Z,S553_20130822_Fl_B12,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_B12 polyprotein gene, partial cds"
OK552856,2022-09-13T00:00:00Z,S553_20130822_Fl_B13,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_B13 polyprotein gene, partial cds"
OK552857,2022-09-13T00:00:00Z,S553_20130822_Fl_B14,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_B14 polyprotein gene, partial cds"
OK552858,2022-09-13T00:00:00Z,S553_20130822_Fl_B15,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_B15 polyprotein gene, partial cds"
OK552859,2022-09-13T00:00:00Z,S553_20130822_Fl_B18,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_B18 polyprotein gene, partial cds"
OK552860,2022-09-13T00:00:00Z,S553_20130822_Fl_B20,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_B20 polyprotein gene, partial cds"
OK552861,2022-09-13T00:00:00Z,S553_20130822_Fl_B21,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_B21 polyprotein gene, partial cds"
OK552862,2022-09-13T00:00:00Z,S553_20130822_Fl_B24,,USA,USA,,2013-08-22,"Hepacivirus C isolate S553_20130822_Fl_B24 polyprotein gene, partial cds"
OK552863,2022-09-13T00:00:00Z,S553_20131105_FL_A01,,USA,USA,,2013-11-05,"UNVERIFIED: Hepacivirus C isolate S553_20131105_FL_A01 polyprotein-like gene, partial sequence"
OK552864,2022-09-13T00:00:00Z,S553_20131105_FL_A02,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_A02 polyprotein gene, partial cds"
OK552865,2022-09-13T00:00:00Z,S553_20131105_FL_A03,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_A03 polyprotein gene, partial cds"
OK552866,2022-09-13T00:00:00Z,S553_20131105_FL_A06,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_A06 polyprotein gene, partial cds"
OK552867,2022-09-13T00:00:00Z,S553_20131105_FL_A08,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_A08 polyprotein gene, partial cds"
OK552868,2022-09-13T00:00:00Z,S553_20131105_FL_A10,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_A10 polyprotein gene, partial cds"
OK552869,2022-09-13T00:00:00Z,S553_20131105_FL_A11,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_A11 polyprotein gene, partial cds"
OK552870,2022-09-13T00:00:00Z,S553_20131105_FL_A14,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_A14 polyprotein gene, partial cds"
OK552871,2022-09-13T00:00:00Z,S553_20131105_FL_A15,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_A15 polyprotein gene, partial cds"
OK552872,2022-09-13T00:00:00Z,S553_20131105_FL_A16,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_A16 polyprotein gene, partial cds"
OK552873,2022-09-13T00:00:00Z,S553_20131105_FL_A18,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_A18 polyprotein gene, partial cds"
OK552874,2022-09-13T00:00:00Z,S553_20131105_FL_A24,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_A24 polyprotein gene, partial cds"
OK552875,2022-09-13T00:00:00Z,S553_20131105_FL_A29,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_A29 polyprotein gene, partial cds"
OK552876,2022-09-13T00:00:00Z,S553_20131105_FL_A31,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_A31 polyprotein gene, partial cds"
OK552877,2022-09-13T00:00:00Z,S553_20131105_FL_A39,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_A39 polyprotein gene, partial cds"
OK552878,2022-09-13T00:00:00Z,S553_20131105_FL_C03,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_C03 polyprotein gene, partial cds"
OK552879,2022-09-13T00:00:00Z,S553_20131105_FL_C04,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_C04 polyprotein gene, partial cds"
OK552880,2022-09-13T00:00:00Z,S553_20131105_FL_C05,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_C05 polyprotein gene, partial cds"
OK552881,2022-09-13T00:00:00Z,S553_20131105_FL_C07,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_C07 polyprotein gene, partial cds"
OK552882,2022-09-13T00:00:00Z,S553_20131105_FL_C08,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_C08 polyprotein gene, partial cds"
OK552883,2022-09-13T00:00:00Z,S553_20131105_FL_C09,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_C09 polyprotein gene, partial cds"
OK552884,2022-09-13T00:00:00Z,S553_20131105_FL_C10,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_C10 polyprotein gene, partial cds"
OK552885,2022-09-13T00:00:00Z,S553_20131105_FL_C12,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_C12 polyprotein gene, partial cds"
OK552886,2022-09-13T00:00:00Z,S553_20131105_FL_C13,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_C13 polyprotein gene, partial cds"
OK552887,2022-09-13T00:00:00Z,S553_20131105_FL_C14,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_C14 polyprotein gene, partial cds"
OK552888,2022-09-13T00:00:00Z,S553_20131105_FL_C15,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_C15 polyprotein gene, partial cds"
OK552889,2022-09-13T00:00:00Z,S553_20131105_FL_C16,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_C16 polyprotein gene, partial cds"
OK552890,2022-09-13T00:00:00Z,S553_20131105_FL_C17,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_C17 polyprotein gene, partial cds"
OK552891,2022-09-13T00:00:00Z,S553_20131105_FL_C19,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_C19 polyprotein gene, partial cds"
OK552892,2022-09-13T00:00:00Z,S553_20131105_FL_C20,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_C20 polyprotein gene, partial cds"
OK552893,2022-09-13T00:00:00Z,S553_20131105_FL_C21,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_C21 polyprotein gene, partial cds"
OK552894,2022-09-13T00:00:00Z,S553_20131105_FL_C22,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_C22 polyprotein gene, partial cds"
OK552895,2022-09-13T00:00:00Z,S553_20131105_FL_C23,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_C23 polyprotein gene, partial cds"
OK552896,2022-09-13T00:00:00Z,S553_20131105_FL_C25,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_C25 polyprotein gene, partial cds"
OK552897,2022-09-13T00:00:00Z,S553_20131105_FL_C27,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_C27 polyprotein gene, partial cds"
OK552898,2022-09-13T00:00:00Z,S553_20131105_FL_C29,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_C29 polyprotein gene, partial cds"
OK552899,2022-09-13T00:00:00Z,S553_20131105_FL_C30,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_C30 polyprotein gene, partial cds"
OK552900,2022-09-13T00:00:00Z,S553_20131105_FL_C31,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_C31 polyprotein gene, partial cds"
OK552901,2022-09-13T00:00:00Z,S553_20131105_FL_C32,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_C32 polyprotein gene, partial cds"
OK552902,2022-09-13T00:00:00Z,S553_20131105_FL_C34,,USA,USA,,2013-11-05,"Hepacivirus C isolate S553_20131105_FL_C34 polyprotein gene, partial cds"
OK552903,2022-09-13T00:00:00Z,S553_20150212_FL_A02,,USA,USA,,2015-02-12,"UNVERIFIED_ASMBLY: Hepacivirus C isolate S553_20150212_FL_A02 polyprotein-like gene, partial sequence"
OK552904,2022-09-13T00:00:00Z,S553_20150212_FL_A03,,USA,USA,,2015-02-12,"Hepacivirus C isolate S553_20150212_FL_A03 polyprotein gene, partial cds"
OK552905,2022-09-13T00:00:00Z,S553_20150212_FL_A04,,USA,USA,,2015-02-12,"Hepacivirus C isolate S553_20150212_FL_A04 polyprotein gene, partial cds"
OK552906,2022-09-13T00:00:00Z,S553_20150212_FL_A05,,USA,USA,,2015-02-12,"UNVERIFIED_ASMBLY: Hepacivirus C isolate S553_20150212_FL_A05 polyprotein-like gene, partial sequence"
OK552907,2022-09-13T00:00:00Z,S553_20150212_FL_A06,,USA,USA,,2015-02-12,"Hepacivirus C isolate S553_20150212_FL_A06 polyprotein gene, partial cds"
OK552908,2022-09-13T00:00:00Z,S553_20150212_FL_A07,,USA,USA,,2015-02-12,"Hepacivirus C isolate S553_20150212_FL_A07 polyprotein gene, partial cds"
OK552909,2022-09-13T00:00:00Z,S553_20150212_FL_A08,,USA,USA,,2015-02-12,"Hepacivirus C isolate S553_20150212_FL_A08 polyprotein gene, partial cds"
OK552910,2022-09-13T00:00:00Z,S553_20150212_FL_A09,,USA,USA,,2015-02-12,"UNVERIFIED_ASMBLY: Hepacivirus C isolate S553_20150212_FL_A09 polyprotein-like gene, partial sequence"
OK552911,2022-09-13T00:00:00Z,S553_20150212_FL_A11,,USA,USA,,2015-02-12,"UNVERIFIED_ASMBLY: Hepacivirus C isolate S553_20150212_FL_A11 polyprotein-like gene, partial sequence"
OK552912,2022-09-13T00:00:00Z,S553_20150212_FL_A12,,USA,USA,,2015-02-12,"Hepacivirus C isolate S553_20150212_FL_A12 polyprotein gene, partial cds"
OK552913,2022-09-13T00:00:00Z,S553_20150212_FL_A13,,USA,USA,,2015-02-12,"UNVERIFIED_ASMBLY: Hepacivirus C isolate S553_20150212_FL_A13 polyprotein-like gene, partial sequence"
OK552914,2022-09-13T00:00:00Z,S553_20150212_FL_A15,,USA,USA,,2015-02-12,"UNVERIFIED_ASMBLY: Hepacivirus C isolate S553_20150212_FL_A15 polyprotein-like gene, partial sequence"
OK552915,2022-09-13T00:00:00Z,S553_20150212_FL_A16,,USA,USA,,2015-02-12,"Hepacivirus C isolate S553_20150212_FL_A16 polyprotein gene, partial cds"
OK552916,2022-09-13T00:00:00Z,S553_20150212_FL_A17,,USA,USA,,2015-02-12,"Hepacivirus C isolate S553_20150212_FL_A17 polyprotein gene, partial cds"
OK552917,2022-09-13T00:00:00Z,S553_20150212_FL_A18,,USA,USA,,2015-02-12,"Hepacivirus C isolate S553_20150212_FL_A18 polyprotein gene, partial cds"
OK552918,2022-09-13T00:00:00Z,S553_20150212_FL_A22,,USA,USA,,2015-02-12,"Hepacivirus C isolate S553_20150212_FL_A22 polyprotein gene, partial cds"
OK552919,2022-09-13T00:00:00Z,S553_20150212_FL_A23,,USA,USA,,2015-02-12,"UNVERIFIED_ASMBLY: Hepacivirus C isolate S553_20150212_FL_A23 polyprotein-like gene, partial sequence"
OK552920,2022-09-13T00:00:00Z,S553_20150212_FL_A24,,USA,USA,,2015-02-12,"Hepacivirus C isolate S553_20150212_FL_A24 polyprotein gene, partial cds"
OK552921,2022-09-13T00:00:00Z,S553_20150212_FL_A26,,USA,USA,,2015-02-12,"Hepacivirus C isolate S553_20150212_FL_A26 polyprotein gene, partial cds"
OK552922,2022-09-13T00:00:00Z,S553_20150212_FL_C01,,USA,USA,,2015-02-12,"Hepacivirus C isolate S553_20150212_FL_C01 polyprotein gene, partial cds"
OK552923,2022-09-13T00:00:00Z,S553_20150212_FL_C02,,USA,USA,,2015-02-12,"Hepacivirus C isolate S553_20150212_FL_C02 polyprotein gene, partial cds"
OK552924,2022-09-13T00:00:00Z,S553_20150212_FL_C03,,USA,USA,,2015-02-12,"UNVERIFIED_ASMBLY: Hepacivirus C isolate S553_20150212_FL_C03 polyprotein-like gene, partial sequence"
OK552925,2022-09-13T00:00:00Z,S553_20150212_FL_C04,,USA,USA,,2015-02-12,"Hepacivirus C isolate S553_20150212_FL_C04 polyprotein gene, partial cds"
OK552926,2022-09-13T00:00:00Z,S553_20150212_FL_C06,,USA,USA,,2015-02-12,"Hepacivirus C isolate S553_20150212_FL_C06 polyprotein gene, partial cds"
OK552927,2022-09-13T00:00:00Z,S553_20160729_FL_A01,,USA,USA,,2016-07-29,"Hepacivirus C isolate S553_20160729_FL_A01 polyprotein gene, partial cds"
OK552928,2022-09-13T00:00:00Z,S553_20160729_FL_A02,,USA,USA,,2016-07-29,"UNVERIFIED_ASMBLY: Hepacivirus C isolate S553_20160729_FL_A02 polyprotein-like gene, partial sequence"
OK552929,2022-09-13T00:00:00Z,S553_20160729_FL_A03,,USA,USA,,2016-07-29,"UNVERIFIED_ASMBLY: Hepacivirus C isolate S553_20160729_FL_A03 polyprotein-like gene, partial sequence"
OK552930,2022-09-13T00:00:00Z,S553_20160729_FL_A05,,USA,USA,,2016-07-29,"Hepacivirus C isolate S553_20160729_FL_A05 polyprotein gene, partial cds"
OK552931,2022-09-13T00:00:00Z,S553_20160729_FL_A07,,USA,USA,,2016-07-29,"Hepacivirus C isolate S553_20160729_FL_A07 polyprotein gene, partial cds"
OK552932,2022-09-13T00:00:00Z,S553_20160729_FL_A08,,USA,USA,,2016-07-29,"Hepacivirus C isolate S553_20160729_FL_A08 polyprotein gene, partial cds"
OK552933,2022-09-13T00:00:00Z,S553_20160729_FL_A09,,USA,USA,,2016-07-29,"UNVERIFIED_ASMBLY: Hepacivirus C isolate S553_20160729_FL_A09 polyprotein-like gene, partial sequence"
OK552934,2022-09-13T00:00:00Z,S553_20160729_FL_A10,,USA,USA,,2016-07-29,"UNVERIFIED_ASMBLY: Hepacivirus C isolate S553_20160729_FL_A10 polyprotein-like gene, partial sequence"
OK552935,2022-09-13T00:00:00Z,S553_20160729_FL_A11,,USA,USA,,2016-07-29,"Hepacivirus C isolate S553_20160729_FL_A11 polyprotein gene, partial cds"
OK552936,2022-09-13T00:00:00Z,S553_20160729_FL_A13,,USA,USA,,2016-07-29,"UNVERIFIED_ASMBLY: Hepacivirus C isolate S553_20160729_FL_A13 polyprotein-like gene, partial sequence"
OK552937,2022-09-13T00:00:00Z,S553_20160729_FL_A14,,USA,USA,,2016-07-29,"Hepacivirus C isolate S553_20160729_FL_A14 polyprotein gene, partial cds"
OK552938,2022-09-13T00:00:00Z,S553_20160729_FL_A15,,USA,USA,,2016-07-29,"UNVERIFIED_ASMBLY: Hepacivirus C isolate S553_20160729_FL_A15 polyprotein-like gene, partial sequence"
OK552939,2022-09-13T00:00:00Z,S553_20160729_FL_A17,,USA,USA,,2016-07-29,"UNVERIFIED_ASMBLY: Hepacivirus C isolate S553_20160729_FL_A17 polyprotein-like gene, partial sequence"
OK552940,2022-09-13T00:00:00Z,S553_20160729_FL_A18,,USA,USA,,2016-07-29,"UNVERIFIED_ASMBLY: Hepacivirus C isolate S553_20160729_FL_A18 polyprotein-like gene, partial sequence"
OK552941,2022-09-13T00:00:00Z,S553_20160729_FL_A19,,USA,USA,,2016-07-29,"Hepacivirus C isolate S553_20160729_FL_A19 polyprotein gene, partial cds"
OK552942,2022-09-13T00:00:00Z,S553_20160729_FL_A21,,USA,USA,,2016-07-29,"Hepacivirus C isolate S553_20160729_FL_A21 polyprotein gene, partial cds"
OK552943,2022-09-13T00:00:00Z,S553_20160729_FL_A22,,USA,USA,,2016-07-29,"UNVERIFIED_ASMBLY: Hepacivirus C isolate S553_20160729_FL_A22 polyprotein-like gene, partial sequence"
OK552944,2022-09-13T00:00:00Z,S553_20160729_FL_A23,,USA,USA,,2016-07-29,"Hepacivirus C isolate S553_20160729_FL_A23 polyprotein gene, partial cds"
OK552945,2022-09-13T00:00:00Z,S553_20160729_FL_A24,,USA,USA,,2016-07-29,"Hepacivirus C isolate S553_20160729_FL_A24 polyprotein gene, partial cds"
OK552946,2022-09-13T00:00:00Z,S553_20160729_FL_B02,,USA,USA,,2016-07-29,"UNVERIFIED_ASMBLY: Hepacivirus C isolate S553_20160729_FL_B02 polyprotein-like gene, partial sequence"
OK552947,2022-09-13T00:00:00Z,S553_20160729_FL_B03,,USA,USA,,2016-07-29,"UNVERIFIED_ASMBLY: Hepacivirus C isolate S553_20160729_FL_B03 polyprotein-like gene, partial sequence"
OK552948,2022-09-13T00:00:00Z,S553_20160729_FL_B05,,USA,USA,,2016-07-29,"Hepacivirus C isolate S553_20160729_FL_B05 polyprotein gene, partial cds"
OK552949,2022-09-13T00:00:00Z,S553_20160729_FL_B06,,USA,USA,,2016-07-29,"Hepacivirus C isolate S553_20160729_FL_B06 polyprotein gene, partial cds"
OK552950,2022-09-13T00:00:00Z,S553_20160729_FL_B07,,USA,USA,,2016-07-29,"Hepacivirus C isolate S553_20160729_FL_B07 polyprotein gene, partial cds"
OK552951,2022-09-13T00:00:00Z,S553_20160729_FL_B12,,USA,USA,,2016-07-29,"Hepacivirus C isolate S553_20160729_FL_B12 polyprotein gene, partial cds"
OK552952,2022-09-13T00:00:00Z,S553_20160729_FL_B13,,USA,USA,,2016-07-29,"Hepacivirus C isolate S553_20160729_FL_B13 polyprotein gene, partial cds"
OK552953,2022-09-13T00:00:00Z,S553_20160729_FL_B14,,USA,USA,,2016-07-29,"Hepacivirus C isolate S553_20160729_FL_B14 polyprotein gene, partial cds"
OK552954,2022-09-13T00:00:00Z,S553_20160729_FL_B15,,USA,USA,,2016-07-29,"Hepacivirus C isolate S553_20160729_FL_B15 polyprotein gene, partial cds"
OK552955,2022-09-13T00:00:00Z,S553_20160729_FL_B18,,USA,USA,,2016-07-29,"Hepacivirus C isolate S553_20160729_FL_B18 polyprotein gene, partial cds"
OK552956,2022-09-13T00:00:00Z,S553_20160729_FL_B19,,USA,USA,,2016-07-29,"UNVERIFIED_ASMBLY: Hepacivirus C isolate S553_20160729_FL_B19 polyprotein-like gene, partial sequence"
OK552957,2022-09-13T00:00:00Z,S553_20160729_FL_B21,,USA,USA,,2016-07-29,"Hepacivirus C isolate S553_20160729_FL_B21 polyprotein gene, partial cds"
OK552958,2022-09-13T00:00:00Z,S553_20160729_FL_B22,,USA,USA,,2016-07-29,"Hepacivirus C isolate S553_20160729_FL_B22 polyprotein gene, partial cds"
OK552959,2022-09-13T00:00:00Z,S553_20160729_FL_B23,,USA,USA,,2016-07-29,"Hepacivirus C isolate S553_20160729_FL_B23 polyprotein gene, partial cds"
OK552960,2022-09-13T00:00:00Z,S553_20170123_FL_A01,,USA,USA,,2017-01-23,"UNVERIFIED_ASMBLY: Hepacivirus C isolate S553_20170123_FL_A01 polyprotein-like gene, partial sequence"
OK552961,2022-09-13T00:00:00Z,S553_20170123_FL_A02,,USA,USA,,2017-01-23,"UNVERIFIED_ASMBLY: Hepacivirus C isolate S553_20170123_FL_A02 polyprotein-like gene, partial sequence"
OK552962,2022-09-13T00:00:00Z,S553_20170123_FL_A04,,USA,USA,,2017-01-23,"Hepacivirus C isolate S553_20170123_FL_A04 polyprotein gene, partial cds"
OK552963,2022-09-13T00:00:00Z,S553_20170123_FL_A05,,USA,USA,,2017-01-23,"Hepacivirus C isolate S553_20170123_FL_A05 polyprotein gene, partial cds"
OK552964,2022-09-13T00:00:00Z,S553_20170123_FL_A06,,USA,USA,,2017-01-23,"Hepacivirus C isolate S553_20170123_FL_A06 polyprotein gene, partial cds"
OK552966,2022-09-13T00:00:00Z,S553_20170123_FL_A09,,USA,USA,,2017-01-23,"UNVERIFIED_ASMBLY: Hepacivirus C isolate S553_20170123_FL_A09 polyprotein-like gene, partial sequence"
