strain	Accession	source	country	division	location	date	original_annotated_subtype	original_annotated_genotype	clade_membership
HCV/S553_20131105_FL_C16/OK552889/USA/2013	D49374	ictv	USA	?	?	XXXX-XX-XX	3b	3	?
HCV/S553_20131105_FL_C17/OK552890/USA/2013	D28917	ictv	USA	?	?	XXXX-XX-XX	3a	3	?
HCV/S553_20131105_FL_C19/OK552891/USA/2013	D17763	ictv	USA	?	?	XXXX-XX-XX	3a	3	?
HCV/S553_20131105_FL_C20/OK552892/USA/2013	D14853	ictv	USA	?	?	XXXX-XX-XX	1c	1	?
HCV/S553_20131105_FL_C21/OK552893/USA/2013	X76918	ictv	USA	?	?	XXXX-XX-XX	3a	3	?
HCV/S553_20131105_FL_C22/OK552894/USA/2013	M58335	ictv	USA	?	?	XXXX-XX-XX	1b	1	?
HCV/S553_20131105_FL_C23/OK552895/USA/2013	M62321	ictv	USA	?	?	XXXX-XX-XX	1a	1	?
HCV/S553_20131105_FL_C25/OK552896/USA/2013	M67463	ictv	USA	?	?	XXXX-XX-XX	1a	1	?
HCV/S553_20131105_FL_C27/OK552897/USA/2013	D00944	ictv	USA	?	?	XXXX-XX-XX	2a	2	?
HCV/S553_20131105_FL_C29/OK552898/USA/2013	D10988	ictv	USA	?	?	XXXX-XX-XX	2b	2	?
HCV/S553_20131105_FL_C30/OK552899/USA/2013	D90208	ictv	USA	?	?	XXXX-XX-XX	1b	1	?
HCV/S553_20131105_FL_C31/OK552900/USA/2013	OK552900	ncbi	USA	?	?	2013-11-05	?	?	1
HCV/S553_20131105_FL_C32/OK552901/USA/2013	OK552901	ncbi	USA	?	?	2013-11-05	?	?	1
HCV/S553_20131105_FL_C34/OK552902/USA/2013	OK552902	ncbi	USA	?	?	2013-11-05	?	?	1
HCV/S553_20150212_FL_A03/OK552904/USA/2015	OK552904	ncbi	USA	?	?	2015-02-12	?	?	2
HCV/S553_20150212_FL_A04/OK552905/USA/2015	OK552905	ncbi	USA	?	?	2015-02-12	?	?	2
HCV/S553_20150212_FL_A06/OK552907/USA/2015	OK552907	ncbi	USA	?	?	2015-02-12	?	?	2
HCV/S553_20150212_FL_A07/OK552908/USA/2015	OK552908	ncbi	USA	?	?	2015-02-12	?	?	2
HCV/S553_20150212_FL_A08/OK552909/USA/2015	OK552909	ncbi	USA	?	?	2015-02-12	?	?	2
HCV/S553_20150212_FL_A12/OK552912/USA/2015	OK552912	ncbi	USA	?	?	2015-02-12	?	?	2
HCV/S553_20150212_FL_A16/OK552915/USA/2015	OK552915	ncbi	USA	?	?	2015-02-12	?	?	2
HCV/S553_20150212_FL_A17/OK552916/USA/2015	OK552916	ncbi	USA	?	?	2015-02-12	?	?	2
HCV/S553_20150212_FL_A18/OK552917/USA/2015	OK552917	ncbi	USA	?	?	2015-02-12	?	?	2
HCV/S553_20150212_FL_A22/OK552918/USA/2015	OK552918	ncbi	USA	?	?	2015-02-12	?	?	2
HCV/S553_20150212_FL_A24/OK552920/USA/2015	OK552920	ncbi	USA	?	?	2015-02-12	?	?	2
HCV/S553_20150212_FL_A26/OK552921/USA/2015	OK552921	ncbi	USA	?	?	2015-02-12	?	?	2
HCV/S553_20150212_FL_C01/OK552922/USA/2015	OK552922	ncbi	USA	?	?	2015-02-12	?	?	2
HCV/S553_20150212_FL_C02/OK552923/USA/2015	OK552923	ncbi	USA	?	?	2015-02-12	?	?	2
HCV/S553_20150212_FL_C04/OK552925/USA/2015	OK552925	ncbi	USA	?	?	2015-02-12	?	?	2
HCV/S553_20150212_FL_C06/OK552926/USA/2015	OK552926	ncbi	USA	?	?	2015-02-12	?	?	2
HCV/S553_20160729_FL_A01/OK552927/USA/2016	OK552927	ncbi	USA	?	?	2016-07-29	?	?	2
HCV/S553_20160729_FL_A05/OK552930/USA/2016	OK552930	ncbi	USA	?	?	2016-07-29	?	?	2
HCV/S553_20160729_FL_A07/OK552931/USA/2016	OK552931	ncbi	USA	?	?	2016-07-29	?	?	2
HCV/S553_20160729_FL_A08/OK552932/USA/2016	OK552932	ncbi	USA	?	?	2016-07-29	?	?	2
HCV/S553_20160729_FL_A11/OK552935/USA/2016	OK552935	ncbi	USA	?	?	2016-07-29	?	?	2
HCV/S553_20160729_FL_A14/OK552937/USA/2016	OK552937	ncbi	USA	?	?	2016-07-29	?	?	2
HCV/S553_20160729_FL_A19/OK552941/USA/2016	OK552941	ncbi	USA	?	?	2016-07-29	?	?	2
HCV/S553_20160729_FL_A21/OK552942/USA/2016	OK552942	ncbi	USA	?	?	2016-07-29	?	?	2
HCV/S553_20160729_FL_A23/OK552944/USA/2016	OK552944	ncbi	USA	?	?	2016-07-29	?	?	2
HCV/S553_20160729_FL_A24/OK552945/USA/2016	OK552945	ncbi	USA	?	?	2016-07-29	?	?	2
HCV/S553_20160729_FL_B05/OK552948/USA/2016	OK552948	ncbi	USA	?	?	2016-07-29	?	?	2
HCV/S553_20160729_FL_B06/OK552949/USA/2016	OK552949	ncbi	USA	?	?	2016-07-29	?	?	2
HCV/S553_20160729_FL_B07/OK552950/USA/2016	OK552950	ncbi	USA	?	?	2016-07-29	?	?	2
HCV/S553_20160729_FL_B12/OK552951/USA/2016	OK552951	ncbi	USA	?	?	2016-07-29	?	?	2
HCV/S553_20160729_FL_B13/OK552952/USA/2016	OK552952	ncbi	USA	?	?	2016-07-29	?	?	2
HCV/S553_20160729_FL_B14/OK552953/USA/2016	OK552953	ncbi	USA	?	?	2016-07-29	?	?	2
HCV/S553_20160729_FL_B15/OK552954/USA/2016	OK552954	ncbi	USA	?	?	2016-07-29	?	?	2
HCV/S553_20160729_FL_B18/OK552955/USA/2016	OK552955	ncbi	USA	?	?	2016-07-29	?	?	2
HCV/S553_20160729_FL_B21/OK552957/USA/2016	OK552957	ncbi	USA	?	?	2016-07-29	?	?	2
HCV/S553_20160729_FL_B22/OK552958/USA/2016	OK552958	ncbi	USA	?	?	2016-07-29	?	?	2
HCV/S553_20160729_FL_B23/OK552959/USA/2016	OK552959	ncbi	USA	?	?	2016-07-29	?	?	2
HCV/S553_20170123_FL_A04/OK552962/USA/2017	OK552962	ncbi	USA	?	?	2017-01-23	?	?	2
HCV/S553_20170123_FL_A05/OK552963/USA/2017	OK552963	ncbi	USA	?	?	2017-01-23	?	?	2
HCV/S553_20170123_FL_A06/OK552964/USA/2017	OK552964	ncbi	USA	?	?	2017-01-23	?	?	2
HCV/S553_20170123_FL_A10/OK552967/USA/2017	OK552967	ncbi	USA	?	?	2017-01-23	?	?	2
HCV/S553_20170123_FL_A12/OK552969/USA/2017	OK552969	ncbi	USA	?	?	2017-01-23	?	?	2
HCV/S553_20170123_FL_A16/OK552972/USA/2017	OK552972	ncbi	USA	?	?	2017-01-23	?	?	2
HCV/S553_20170123_FL_A18/OK552973/USA/2017	OK552973	ncbi	USA	?	?	2017-01-23	?	?	2
HCV/S553_20170123_FL_B01/OK552976/USA/2017	OK552976	ncbi	USA	?	?	2017-01-23	?	?	2
HCV/S553_20170123_FL_B08/OK552978/USA/2017	OK552978	ncbi	USA	?	?	2017-01-23	?	?	2
HCV/S553_20170123_FL_B11/OK552979/USA/2017	OK552979	ncbi	USA	?	?	2017-01-23	?	?	2
HCV/S553_20170123_FL_B12/OK552980/USA/2017	OK552980	ncbi	USA	?	?	2017-01-23	?	?	2
HCV/S553_20170123_FL_B15/OK552982/USA/2017	OK552982	ncbi	USA	?	?	2017-01-23	?	?	2
HCV/S553_20170123_FL_B16/OK552983/USA/2017	OK552983	ncbi	USA	?	?	2017-01-23	?	?	2
HCV/S553_20170123_FL_B23/OK552986/USA/2017	OK552986	ncbi	USA	?	?	2017-01-23	?	?	2
HCV/S553_20170123_FL_B25/OK552987/USA/2017	OK552987	ncbi	USA	?	?	2017-01-23	?	?	2
HCV/S553_20170123_FL_B29/OK552989/USA/2017	OK552989	ncbi	USA	?	?	2017-01-23	?	?	2
HCV/S553_20170123_FL_B30/OK552990/USA/2017	OK552990	ncbi	USA	?	?	2017-01-23	?	?	2
HCV/S553_20170123_FL_T02/OK552993/USA/2017	OK552993	ncbi	USA	?	?	2017-01-23	?	?	2
HCV/S553_20170123_FL_T05/OK552994/USA/2017	OK552994	ncbi	USA	?	?	2017-01-23	?	?	2
HCV/S553_20170123_FL_T06/OK552995/USA/2017	OK552995	ncbi	USA	?	?	2017-01-23	?	?	2
HCV/S553_20170123_FL_T12/OK552996/USA/2017	OK552996	ncbi	USA	?	?	2017-01-23	?	?	2
HCV/S180_20061027_FL_01/OK552997/USA/2006	OK552997	ncbi	USA	?	?	2006-10-27	?	?	1
HCV/S180_20061027_FL_02/OK552998/USA/2006	OK552998	ncbi	USA	?	?	2006-10-27	?	?	?
HCV/S180_20061027_FL_03/OK552999/USA/2006	OK552999	ncbi	USA	?	?	2006-10-27	?	?	?
HCV/S180_20061027_FL_04/OK553000/USA/2006	OK553000	ncbi	USA	?	?	2006-10-27	?	?	?
HCV/S180_20061027_FL_05/OK553001/USA/2006	OK553001	ncbi	USA	?	?	2006-10-27	?	?	?
HCV/S180_20061027_FL_07/OK553002/USA/2006	OK553002	ncbi	USA	?	?	2006-10-27	?	?	1
HCV/S180_20061027_FL_08/OK553003/USA/2006	OK553003	ncbi	USA	?	?	2006-10-27	?	?	?
HCV/S180_20061027_FL_09/OK553004/USA/2006	OK553004	ncbi	USA	?	?	2006-10-27	?	?	?
HCV/S180_20061027_FL_10/OK553005/USA/2006	OK553005	ncbi	USA	?	?	2006-10-27	?	?	?
HCV/S180_20061027_FL_11/OK553006/USA/2006	OK553006	ncbi	USA	?	?	2006-10-27	?	?	?
HCV/S180_20061027_FL_12/OK553007/USA/2006	OK553007	ncbi	USA	?	?	2006-10-27	?	?	?
HCV/S180_20061027_FL_13/OK553008/USA/2006	OK553008	ncbi	USA	?	?	2006-10-27	?	?	?
HCV/S180_20061027_FL_14/OK553009/USA/2006	OK553009	ncbi	USA	?	?	2006-10-27	?	?	?
HCV/S180_20061027_FL_15/OK553010/USA/2006	OK553010	ncbi	USA	?	?	2006-10-27	?	?	?
HCV/S180_20061027_FL_16/OK553011/USA/2006	OK553011	ncbi	USA	?	?	2006-10-27	?	?	?
HCV/S180_20061027_FL_17/OK553012/USA/2006	OK553012	ncbi	USA	?	?	2006-10-27	?	?	?
HCV/S180_20061027_FL_18/OK553013/USA/2006	OK553013	ncbi	USA	?	?	2006-10-27	?	?	?
HCV/S180_20061027_FL_19/OK553014/USA/2006	OK553014	ncbi	USA	?	?	2006-10-27	?	?	1
HCV/S180_20061027_FL_20/OK553015/USA/2006	OK553015	ncbi	USA	?	?	2006-10-27	?	?	?
HCV/S180_20061027_FL_21/OK553016/USA/2006	OK553016	ncbi	USA	?	?	2006-10-27	?	?	1
HCV/S180_20061027_FL_22/OK553017/USA/2006	OK553017	ncbi	USA	?	?	2006-10-27	?	?	?
HCV/S180_20061027_FL_23/OK553018/USA/2006	OK553018	ncbi	USA	?	?	2006-10-27	?	?	1
HCV/S180_20061027_FL_24/OK553019/USA/2006	OK553019	ncbi	USA	?	?	2006-10-27	?	?	?
HCV/S180_20061027_FL_25/OK553020/USA/2006	OK553020	ncbi	USA	?	?	2006-10-27	?	?	1
HCV/S180_20061027_FL_26/OK553021/USA/2006	OK553021	ncbi	USA	?	?	2006-10-27	?	?	?
HCV/S180_20061027_FL_27/OK553022/USA/2006	OK553022	ncbi	USA	?	?	2006-10-27	?	?	1
HCV/S180_20061027_FL_28/OK553023/USA/2006	OK553023	ncbi	USA	?	?	2006-10-27	?	?	1
HCV/S180_20061027_FL_32/OK553025/USA/2006	OK553025	ncbi	USA	?	?	2006-10-27	?	?	1
HCV/S180_20061027_FL_33/OK553026/USA/2006	OK553026	ncbi	USA	?	?	2006-10-27	?	?	?
HCV/S180_20061027_FL_35/OK553027/USA/2006	OK553027	ncbi	USA	?	?	2006-10-27	?	?	?
HCV/S180_20061027_FL_36/OK553028/USA/2006	OK553028	ncbi	USA	?	?	2006-10-27	?	?	?
HCV/S180_20061027_FL_37/OK553029/USA/2006	OK553029	ncbi	USA	?	?	2006-10-27	?	?	1
HCV/S180_20061128_FL_03/OK553031/USA/2006	OK553031	ncbi	USA	?	?	2006-11-28	?	?	?
HCV/S180_20061128_FL_04/OK553032/USA/2006	OK553032	ncbi	USA	?	?	2006-11-28	?	?	?
HCV/S180_20061128_FL_05/OK553033/USA/2006	OK553033	ncbi	USA	?	?	2006-11-28	?	?	?
HCV/S180_20061128_FL_06/OK553034/USA/2006	OK553034	ncbi	USA	?	?	2006-11-28	?	?	1
HCV/S180_20061128_FL_07/OK553035/USA/2006	OK553035	ncbi	USA	?	?	2006-11-28	?	?	1
HCV/S180_20061128_FL_08/OK553036/USA/2006	OK553036	ncbi	USA	?	?	2006-11-28	?	?	1
HCV/S180_20061128_FL_09/OK553037/USA/2006	OK553037	ncbi	USA	?	?	2006-11-28	?	?	?
HCV/S180_20061128_FL_10/OK553038/USA/2006	OK553038	ncbi	USA	?	?	2006-11-28	?	?	?
HCV/S180_20061128_FL_11/OK553039/USA/2006	OK553039	ncbi	USA	?	?	2006-11-28	?	?	?
HCV/S180_20061128_FL_12/OK553040/USA/2006	OK553040	ncbi	USA	?	?	2006-11-28	?	?	1
HCV/S180_20061128_FL_15/OK553041/USA/2006	OK553041	ncbi	USA	?	?	2006-11-28	?	?	1
HCV/S180_20061128_FL_17/OK553042/USA/2006	OK553042	ncbi	USA	?	?	2006-11-28	?	?	?
HCV/S180_20061128_FL_18/OK553043/USA/2006	OK553043	ncbi	USA	?	?	2006-11-28	?	?	?
HCV/S180_20061128_FL_19/OK553044/USA/2006	OK553044	ncbi	USA	?	?	2006-11-28	?	?	1
HCV/S180_20061128_FL_20/OK553045/USA/2006	OK553045	ncbi	USA	?	?	2006-11-28	?	?	1
HCV/S180_20061128_FL_21/OK553046/USA/2006	OK553046	ncbi	USA	?	?	2006-11-28	?	?	?
HCV/S180_20061128_FL_22/OK553047/USA/2006	OK553047	ncbi	USA	?	?	2006-11-28	?	?	?
HCV/S180_20061128_FL_24/OK553049/USA/2006	OK553049	ncbi	USA	?	?	2006-11-28	?	?	1
HCV/S180_20061128_FL_25/OK553050/USA/2006	OK553050	ncbi	USA	?	?	2006-11-28	?	?	?
HCV/S180_20061128_FL_32/OK553052/USA/2006	OK553052	ncbi	USA	?	?	2006-11-28	?	?	?
HCV/S180_20061128_FL_33/OK553053/USA/2006	OK553053	ncbi	USA	?	?	2006-11-28	?	?	?
HCV/S180_20061128_FL_34/OK553054/USA/2006	OK553054	ncbi	USA	?	?	2006-11-28	?	?	?
HCV/S180_20061128_FL_35/OK553055/USA/2006	OK553055	ncbi	USA	?	?	2006-11-28	?	?	1
HCV/S180_20061128_FL_36/OK553056/USA/2006	OK553056	ncbi	USA	?	?	2006-11-28	?	?	?
HCV/S180_20061128_FL_37/OK553057/USA/2006	OK553057	ncbi	USA	?	?	2006-11-28	?	?	?
HCV/S180_20061128_FL_38/OK553058/USA/2006	OK553058	ncbi	USA	?	?	2006-11-28	?	?	?
HCV/S180_20061128_FL_41/OK553059/USA/2006	OK553059	ncbi	USA	?	?	2006-11-28	?	?	?
HCV/S180_20061128_FL_42/OK553060/USA/2006	OK553060	ncbi	USA	?	?	2006-11-28	?	?	1
HCV/S180_20061128_FL_43/OK553061/USA/2006	OK553061	ncbi	USA	?	?	2006-11-28	?	?	?
HCV/S180_20061128_FL_45/OK553062/USA/2006	OK553062	ncbi	USA	?	?	2006-11-28	?	?	?
HCV/S180_20061128_FL_46/OK553063/USA/2006	OK553063	ncbi	USA	?	?	2006-11-28	?	?	1
HCV/S180_20061128_FL_48/OK553064/USA/2006	OK553064	ncbi	USA	?	?	2006-11-28	?	?	?
HCV/S180_20070221_FL_A01/OK553065/USA/2007	OK553065	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_A02/OK553066/USA/2007	OK553066	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_A04/OK553067/USA/2007	OK553067	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_A05/OK553068/USA/2007	OK553068	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_A07/OK553069/USA/2007	OK553069	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_A08/OK553070/USA/2007	OK553070	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_A09/OK553071/USA/2007	OK553071	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_A10/OK553072/USA/2007	OK553072	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_A11/OK553073/USA/2007	OK553073	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_A12/OK553074/USA/2007	OK553074	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_A13/OK553075/USA/2007	OK553075	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_A14/OK553076/USA/2007	OK553076	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B01/OK553077/USA/2007	OK553077	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B02/OK553078/USA/2007	OK553078	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B03/OK553079/USA/2007	OK553079	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B04/OK553080/USA/2007	OK553080	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B05/OK553081/USA/2007	OK553081	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B06/OK553082/USA/2007	OK553082	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B07/OK553083/USA/2007	OK553083	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B08/OK553084/USA/2007	OK553084	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B09/OK553085/USA/2007	OK553085	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B10/OK553086/USA/2007	OK553086	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B11/OK553087/USA/2007	OK553087	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B12/OK553088/USA/2007	OK553088	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B13/OK553089/USA/2007	OK553089	ncbi	USA	?	?	2007-02-21	?	?	?
HCV/S180_20070221_FL_B15/OK553090/USA/2007	OK553090	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20070221_FL_B16/OK553091/USA/2007	OK553091	ncbi	USA	?	?	2007-02-21	?	?	1
HCV/S180_20071127_FL_A01/OK553092/USA/2007	OK553092	ncbi	USA	?	?	2007-11-27	?	?	1
HCV/S180_20071127_FL_A02/OK553093/USA/2007	OK553093	ncbi	USA	?	?	2007-11-27	?	?	1
HCV/S180_20071127_FL_A03/OK553094/USA/2007	OK553094	ncbi	USA	?	?	2007-11-27	?	?	1
HCV/S180_20071127_FL_A04/OK553095/USA/2007	OK553095	ncbi	USA	?	?	2007-11-27	?	?	1
HCV/S180_20071127_FL_A05/OK553096/USA/2007	OK553096	ncbi	USA	?	?	2007-11-27	?	?	1
HCV/S180_20071127_FL_B01/OK553097/USA/2007	OK553097	ncbi	USA	?	?	2007-11-27	?	?	1
HCV/S180_20071127_FL_C01/OK553098/USA/2007	OK553098	ncbi	USA	?	?	2007-11-27	?	?	1
HCV/S117_20040817_NF_A01/OL332047/USA/2004	OL332047	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_A02/OL332048/USA/2004	OL332048	ncbi	USA	?	?	2004-08-17	?	?	?
HCV/S117_20040817_NF_A03/OL332049/USA/2004	OL332049	ncbi	USA	?	?	2004-08-17	?	?	?
HCV/S117_20040817_NF_A04/OL332050/USA/2004	OL332050	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_A05/OL332051/USA/2004	OL332051	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_A12/OL332052/USA/2004	OL332052	ncbi	USA	?	?	2004-08-17	?	?	?
HCV/S117_20040817_NF_A13/OL332053/USA/2004	OL332053	ncbi	USA	?	?	2004-08-17	?	?	?
HCV/S117_20040817_NF_B01/OL332054/USA/2004	OL332054	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_B03/OL332055/USA/2004	OL332055	ncbi	USA	?	?	2004-08-17	?	?	?
HCV/S117_20040817_NF_B06/OL332056/USA/2004	OL332056	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_B08/OL332057/USA/2004	OL332057	ncbi	USA	?	?	2004-08-17	?	?	?
HCV/S117_20040817_NF_B12/OL332058/USA/2004	OL332058	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_B13/OL332059/USA/2004	OL332059	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_B16/OL332060/USA/2004	OL332060	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_B18/OL332061/USA/2004	OL332061	ncbi	USA	?	?	2004-08-17	?	?	?
HCV/S117_20040817_NF_B19/OL332062/USA/2004	OL332062	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_B21/OL332063/USA/2004	OL332063	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_B22/OL332064/USA/2004	OL332064	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_B23/OL332065/USA/2004	OL332065	ncbi	USA	?	?	2004-08-17	?	?	?
HCV/S117_20040817_NF_B24/OL332066/USA/2004	OL332066	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_C01/OL332067/USA/2004	OL332067	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_C09/OL332068/USA/2004	OL332068	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_C10/OL332069/USA/2004	OL332069	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_D12/OL332075/USA/2004	OL332075	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040817_NF_D13/OL332076/USA/2004	OL332076	ncbi	USA	?	?	2004-08-17	?	?	?
HCV/S117_20040817_NF_T02/OL332077/USA/2004	OL332077	ncbi	USA	?	?	2004-08-17	?	?	1
HCV/S117_20040915_NF_A01/OL332078/USA/2004	OL332078	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_A02/OL332079/USA/2004	OL332079	ncbi	USA	?	?	2004-09-15	?	?	?
HCV/S117_20040915_NF_A03/OL332080/USA/2004	OL332080	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_A04/OL332081/USA/2004	OL332081	ncbi	USA	?	?	2004-09-15	?	?	?
HCV/S117_20040915_NF_A06/OL332082/USA/2004	OL332082	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_A07/OL332083/USA/2004	OL332083	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_A08/OL332084/USA/2004	OL332084	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_A12/OL332085/USA/2004	OL332085	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_A13/OL332086/USA/2004	OL332086	ncbi	USA	?	?	2004-09-15	?	?	?
HCV/S117_20040915_NF_A14/OL332087/USA/2004	OL332087	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_A16/OL332088/USA/2004	OL332088	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_A17/OL332089/USA/2004	OL332089	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_A22/OL332090/USA/2004	OL332090	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_A25/OL332091/USA/2004	OL332091	ncbi	USA	?	?	2004-09-15	?	?	?
HCV/S117_20040915_NF_B01/OL332092/USA/2004	OL332092	ncbi	USA	?	?	2004-09-15	?	?	?
HCV/S117_20040915_NF_B02/OL332093/USA/2004	OL332093	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_B03/OL332094/USA/2004	OL332094	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_B04/OL332095/USA/2004	OL332095	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_B05/OL332096/USA/2004	OL332096	ncbi	USA	?	?	2004-09-15	?	?	?
HCV/S117_20040915_NF_B07/OL332097/USA/2004	OL332097	ncbi	USA	?	?	2004-09-15	?	?	?
HCV/S117_20040915_NF_B08/OL332098/USA/2004	OL332098	ncbi	USA	?	?	2004-09-15	?	?	?
HCV/S117_20040915_NF_B09/OL332099/USA/2004	OL332099	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_B10/OL332100/USA/2004	OL332100	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_B12/OL332101/USA/2004	OL332101	ncbi	USA	?	?	2004-09-15	?	?	?
HCV/S117_20040915_NF_B13/OL332102/USA/2004	OL332102	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_B14/OL332103/USA/2004	OL332103	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_B15/OL332104/USA/2004	OL332104	ncbi	USA	?	?	2004-09-15	?	?	?
HCV/S117_20040915_NF_B16/OL332105/USA/2004	OL332105	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_B17/OL332106/USA/2004	OL332106	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_B20/OL332107/USA/2004	OL332107	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_B22/OL332108/USA/2004	OL332108	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_T02/OL332109/USA/2004	OL332109	ncbi	USA	?	?	2004-09-15	?	?	1
HCV/S117_20040915_NF_T05/OL332110/USA/2004	OL332110	ncbi	USA	?	?	2004-09-15	?	?	?
HCV/S117_20041118_NF_A01/OL332111/USA/2004	OL332111	ncbi	USA	?	?	2004-11-18	?	?	1
HCV/S117_20041118_NF_A02/OL332112/USA/2004	OL332112	ncbi	USA	?	?	2004-11-18	?	?	?
HCV/S117_20041118_NF_A04/OL332113/USA/2004	OL332113	ncbi	USA	?	?	2004-11-18	?	?	?
HCV/S117_20041118_NF_A06/OL332114/USA/2004	OL332114	ncbi	USA	?	?	2004-11-18	?	?	?
HCV/S117_20041118_NF_A07/OL332115/USA/2004	OL332115	ncbi	USA	?	?	2004-11-18	?	?	1
HCV/S117_20041118_NF_A08/OL332116/USA/2004	OL332116	ncbi	USA	?	?	2004-11-18	?	?	1
HCV/S117_20041118_NF_A09/OL332117/USA/2004	OL332117	ncbi	USA	?	?	2004-11-18	?	?	1
HCV/S117_20041118_NF_A10/OL332118/USA/2004	OL332118	ncbi	USA	?	?	2004-11-18	?	?	?
HCV/S117_20041118_NF_B02/OL332119/USA/2004	OL332119	ncbi	USA	?	?	2004-11-18	?	?	1
HCV/S117_20041118_NF_B03/OL332120/USA/2004	OL332120	ncbi	USA	?	?	2004-11-18	?	?	1
HCV/S117_20041118_NF_B04/OL332121/USA/2004	OL332121	ncbi	USA	?	?	2004-11-18	?	?	1
HCV/S117_20041118_NF_B05/OL332122/USA/2004	OL332122	ncbi	USA	?	?	2004-11-18	?	?	1
