strain	clade_membership	accession	date	source	country	original_annotated_genotype	original_annotated_subtype
1B_HCV-1B/CH/BID-V304/2004	1		2004-XX-XX	ncbi	Switzerland	1	1b
HCV/2001108/MT632181/ISRAEL/2017	1		2017-05-25	ncbi	Israel		
1B_HCV-1B/CH/BID-V298/2005	1		2005-XX-XX	ncbi	Switzerland	1	1b
HCV/2000513/MT632117/ISRAEL/2015	1		2015-07-29	ncbi	Israel		
HCV/2000973/MT632161/ISRAEL/2017	1		2017-01-31	ncbi	Israel		
HCV/2000726/MT632148/ISRAEL/2016	1		2016-03-10	ncbi	Israel		
1B_HCV-1B/US/BID-V377/2006	1		2006-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/CH/BID-V287/2005	1		2005-XX-XX	ncbi	Switzerland	1	1b
1B_HCV-1B/CH/BID-V278/2003	1		2003-XX-XX	ncbi	Switzerland	1	1b
1B_HCV-1B/CH/BID-V285/2005	1		2005-XX-XX	ncbi	Switzerland	1	1b
1B_HCV-1B/CH/BID-V300/2005	1		2005-XX-XX	ncbi	Switzerland	1	1b
1B_HCV-1B/CH/BID-V301/2005	1		2005-XX-XX	ncbi	Switzerland	1	1b
1B_HCV-1B/CH/BID-V272/2003	1		2003-XX-XX	ncbi	Switzerland	1	1b
1B_HCV-1B/CH/BID-V311/2006	1		2006-XX-XX	ncbi	Switzerland	1	1b
1B_HCV-1B/CH/BID-V313/2006	1		2006-XX-XX	ncbi	Switzerland	1	1b
HCV/2000693/MT632144/ISRAEL/2016	1		2016-02-04	ncbi	Israel		
HCV/2001001/MT632167/ISRAEL/2017	1		2017-03-06	ncbi	Israel		
HCV/STAAL-23/KM277581/BELGIUM/2007	1		2007-01-01	ncbi	Belgium		
HCV/2000646/MT632136/ISRAEL/2015	1		2015-12-06	ncbi	Israel		
1B_HCV-1B/CH/BID-V312/2006	1		2006-XX-XX	ncbi	Switzerland	1	1b
1B_HCV-1B/CH/BID-V302/2003	1		2003-XX-XX	ncbi	Switzerland	1	1b
HCV/STAAL-17/KM277578/BELGIUM/2007	1		2007-01-01	ncbi	Belgium		
1B_HCV-1B/US/BID-V161/2002	1		2002-XX-XX	ncbi	USA	1	1b
HCV/2000986/MT632165/ISRAEL/2017	1		2017-02-21	ncbi	Israel		
HCV/2001123_S/MT632184/ISRAEL/2017	1		2017-06-04	ncbi	Israel		
HCV/LEX/JN120912/FRANCE/2003	1		2003-XX-XX	ncbi	France		
HCV/STAAL-19/KM277579/BELGIUM/2007	1		2007-01-01	ncbi	Belgium		
HCV/STAAL-21/KM277580/BELGIUM/2007	1		2007-01-01	ncbi	Belgium		
1B_HCV-1B/DE/BID-V503/2003	1		2003-XX-XX	ncbi	Germany	1	1b
HCV/2000668/MT632137/ISRAEL/2015	1		2015-12-31	ncbi	Israel		
HCV/2000705/MT632147/ISRAEL/2016	1		2016-02-17	ncbi	Israel		
HCV/2000989/MT632166/ISRAEL/2017	1		2017-02-23	ncbi	Israel		
HCV/2000734/MT632149/ISRAEL/2016	1		2016-03-28	ncbi	Israel		
HCV/2000790/MT632152/ISRAEL/2016	1		2016-05-05	ncbi	Israel		
1B_HCV-1B/CH/BID-V293/2002	1		2002-XX-XX	ncbi	Switzerland	1	1b
HCV/2001144/MT632188/ISRAEL/2017	1		2017-06-15	ncbi	Israel		
1B_HCV-1B/CH/BID-V297/2002	1		2002-XX-XX	ncbi	Switzerland	1	1b
HCV/2000782/MT632151/ISRAEL/2016	1		2016-05-01	ncbi	Israel		
HCV/2000517_S/MT632119/ISRAEL/2015	1		2015-08-02	ncbi	Israel		
HCV/2000445/MT632107/ISRAEL/2015	1		2015-06-14	ncbi	Israel		
HCV/2000615_S/MT632129/ISRAEL/2015	1		2015-11-11	ncbi	Israel		
HCV/2001072_S/MT632176/ISRAEL/2017	1		2017-05-04	ncbi	Israel		
HCV/2001121/MT632183/ISRAEL/2017	1		2017-05-29	ncbi	Israel		
HCV/2000691/MT632142/ISRAEL/2016	1		2016-02-04	ncbi	Israel		
HCV/2001088/MT632178/ISRAEL/2017	1		2017-05-14	ncbi	Israel		
HCV/2001218/MT632193/ISRAEL/2017	1		2017-07-23	ncbi	Israel		
HCV/2000444/MT632106/ISRAEL/2015	1		2015-06-09	ncbi	Israel		
HCV/2001005/MT632168/ISRAEL/2017	1		2017-03-13	ncbi	Israel		
HCV/2000447/MT632109/ISRAEL/2015	1		2015-06-15	ncbi	Israel		
1B_HCV-1B/CH/BID-V288/2006	1		2006-XX-XX	ncbi	Switzerland	1	1b
HCV/2000669/MT632138/ISRAEL/2016	1		2016-01-03	ncbi	Israel		
HCV/2000633/MT632134/ISRAEL/2015	1		2015-11-24	ncbi	Israel		
HCV/2000637/MT632135/ISRAEL/2015	1		2015-11-29	ncbi	Israel		
HCV/2000561/MT632122/ISRAEL/2015	1		2015-09-10	ncbi	Israel		
HCV/2000572/MT632123/ISRAEL/2015	1		2015-10-08	ncbi	Israel		
HCV/2000775_S/MT632150/ISRAEL/2016	1		2016-04-20	ncbi	Israel		
HCV/2000485/MT632114/ISRAEL/2015	1		2015-07-09	ncbi	Israel		
HCV/1B_140/LC368440/BELARUS/2015	1		2015-XX-XX	ncbi	Belarus	1	1b
HCV/2000692/MT632143/ISRAEL/2016	1		2016-02-04	ncbi	Israel		
HCV/STAAL-9/KM277576/BELGIUM/2007	1		2007-01-01	ncbi	Belgium		
1B_HCV-1B/CH/BID-V284/2005	1		2005-XX-XX	ncbi	Switzerland	1	1b
HCV/2000484/MT632113/ISRAEL/2015	1		2015-07-09	ncbi	Israel		
HCV/2000573/MT632124/ISRAEL/2015	1		2015-10-11	ncbi	Israel		
HCV/2054/KC439505/USA/1997	1		1997-03-25	ncbi	USA		
HCV/5246/KC439517/USA/2002	1		2002-03-12	ncbi	USA		
HCV/1B_011/LC368319/JAPAN/2007	1		2007-XX-XX	ncbi	Japan	1	1b
1B_HCV-1B/US/BID-V220/2005	1		2005-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V137/1991	1		1991-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V363/2006	1		2006-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V1704/2007	1		2007-XX-XX	ncbi	USA	1	1b
HCV/5665/KC439519/USA/2002	1		2002-09-30	ncbi	USA		
1B_HCV-1B/US/BID-V350/2002	1		2002-XX-XX	ncbi	USA	1	1b
HCV/6429/KC439524/USA/2009	1		2009-04-22	ncbi	USA		
HCV/2001052/MT632171/ISRAEL/2017	1		2017-03-15	ncbi	Israel		
1B_HCV-1B/CH/BID-V307/2005	1		2005-XX-XX	ncbi	Switzerland	1	1b
1B_HCV-1B/CH/BID-V299/2005	1		2005-XX-XX	ncbi	Switzerland	1	1b
HCV/1B_BARCELONA_HCV1/HQ719473/UNKNOWN/2008	1		2008-03-12	ncbi		1	1b
1B_HCV-1B/CH/BID-V286/2005	1		2005-XX-XX	ncbi	Switzerland	1	1b
HCV/2000427/MT632105/ISRAEL/2015	1		2015-06-01	ncbi	Israel		
1B_HCV-1B/CH/BID-V308/2005	1		2005-XX-XX	ncbi	Switzerland	1	1b
1B_HCV-1B/CH/BID-V310/2005	1		2005-XX-XX	ncbi	Switzerland	1	1b
1B_HCV-1B/CH/BID-V276/2004	1		2004-XX-XX	ncbi	Switzerland	1	1b
1B_HCV-1B/CH/BID-V281/2004	1		2004-XX-XX	ncbi	Switzerland	1	1b
1B_HCV-1B/CH/BID-V309/2006	1		2006-XX-XX	ncbi	Switzerland	1	1b
1B_HCV-1B/US/BID-V463/2006	1		2006-XX-XX	ncbi	USA	1	1b
HCV/2000446/MT632108/ISRAEL/2015	1		2015-06-14	ncbi	Israel		
1B_HCV-1B/CH/BID-V294/2002	1		2002-XX-XX	ncbi	Switzerland	1	1b
HCV/2000798/MT632154/ISRAEL/2016	1		2016-05-15	ncbi	Israel		
HCV/2000613/MT632128/ISRAEL/2015	1		2015-11-09	ncbi	Israel		
1B_HCV-1B/DE/BID-V504/2003	1		2003-XX-XX	ncbi	Germany	1	1b
HCV/2001114/MT632182/ISRAEL/2017	1		2017-05-29	ncbi	Israel		
1B_HCV-1B/US/BID-V419/2002	1		2002-XX-XX	ncbi	USA	1	1b
HCV/2000984/MT632164/ISRAEL/2017	1		2017-02-20	ncbi	Israel		
1B_HCV-1B/US/BID-V418/2001	1		2001-XX-XX	ncbi	USA	1	1b
HCV/2000791/MT632153/ISRAEL/2016	1		2016-05-08	ncbi	Israel		
HCV/2001159/MT632189/ISRAEL/2017	1		2017-06-26	ncbi	Israel		
HCV/2001160/MT632190/ISRAEL/2017	1		2017-06-26	ncbi	Israel		
HCV/2000602/MT632126/ISRAEL/2015	1		2015-10-29	ncbi	Israel		
HCV/2000463/MT632111/ISRAEL/2015	1		2015-06-28	ncbi	Israel		
HCV/2000545_S/MT632120/ISRAEL/2015	1		2015-06-23	ncbi	Israel		
1B_HCV-1B/CH/BID-V282/2004	1		2004-XX-XX	ncbi	Switzerland	1	1b
HCV/2000684/MT632141/ISRAEL/2016	1		2016-01-27	ncbi	Israel		
HCV/2000694/MT632145/ISRAEL/2016	1		2016-02-04	ncbi	Israel		
1B_HCV-1B/US/BID-V351/2002	1		2002-XX-XX	ncbi	USA	1	1b
HCV/2000618/MT632131/ISRAEL/2015	1		2015-11-12	ncbi	Israel		
1B_HCV-1B/DE/BID-V502/2004	1		2004-XX-XX	ncbi	Germany	1	1b
HCV/2000670/MT632139/ISRAEL/2016	1		2016-01-04	ncbi	Israel		
HCV/2001129/MT632185/ISRAEL/2017	1		2017-06-07	ncbi	Israel		
HCV/PEA_1/KT983616/RUSSIA/2010	1		2010-XX-XX	ncbi	Russia		
HCV/PEA_1/KT983617/RUSSIA/2015	1		2015-XX-XX	ncbi	Russia		
1B_HCV-1B/US/BID-V417/2001	1		2001-XX-XX	ncbi	USA	1	1b
HCV/2000478/MT632112/ISRAEL/2015	1		2015-07-07	ncbi	Israel		
HCV/1B_081/LC368383/JAPAN/2006	1		2006-XX-XX	ncbi	Japan	1	1b
HCV/1B_133/LC368433/JAPAN/2013	1		2013-XX-XX	ncbi	Japan	1	1b
HCV/1B_099/LC368401/JAPAN/2009	1		2009-XX-XX	ncbi	Japan	1	1b
HCV/1B_103/LC368405/JAPAN/2010	1		2010-XX-XX	ncbi	Japan	1	1b
HCV/1B_104/LC368406/JAPAN/2010	1		2010-XX-XX	ncbi	Japan	1	1b
HCV/1B_077/LC368379/JAPAN/2005	1		2005-XX-XX	ncbi	Japan	1	1b
HCV/1B_096/LC368398/JAPAN/2009	1		2009-XX-XX	ncbi	Japan	1	1b
HCV/1B_PR50/HQ912957/CHINA/2007	1		2007-11-28	ncbi	China	1	1b
HCV/HCV129/MT184371/CHINA/2015	1		2015-04-21	ncbi	China		
HCV/HCV087/MT184369/CHINA/2016	1		2016-01-27	ncbi	China		
HCV/HCV088/MT184370/CHINA/2017	1		2017-01-11	ncbi	China		
HCV/1B_GZ51969/KC844052/CHINA/2002	1		2002-XX-XX	ncbi	China	1	1b
HCV/1B_PR52/HQ912958/CHINA/2007	1		2007-12-20	ncbi	China	1	1b
HCV/1B_PR26/HQ912956/CHINA/2007	1		2007-08-30	ncbi	China	1	1b
HCV/1B_PR79/HQ912959/CHINA/2008	1		2008-02-14	ncbi	China	1	1b
HCV/1B_S1/GU451221/CHINA/2003	1		2003-08-01	ncbi	China	1	1b
HCV/1B_S3/GU451223/CHINA/2004	1		2004-07-28	ncbi	China	1	1b
HCV/1B_S4/GU451224/CHINA/2008	1		2008-08-05	ncbi	China	1	1b
HCV/1B_S2/GU451222/CHINA/2003	1		2003-10-29	ncbi	China	1	1b
1B_HCV-1B/US/BID-V162/2002	1		2002-XX-XX	ncbi	USA	1	1b
HCV/1B_127/LC368428/JAPAN/2012	1		2012-XX-XX	ncbi	Japan	1	1b
1B_HCV-1B/US/BID-V345/2001	1		2001-XX-XX	ncbi	USA	1	1b
HCV/1B_015/LC368323/JAPAN/2009	1		2009-XX-XX	ncbi	Japan	1	1b
HCV/1B_047/LC368349/JAPAN/2005	1		2005-XX-XX	ncbi	Japan	1	1b
HCV/1B_097/LC368399/JAPAN/2009	1		2009-XX-XX	ncbi	Japan	1	1b
HCV/1B_126/LC368427/JAPAN/2012	1		2012-XX-XX	ncbi	Japan	1	1b
HCV/1B_GZ52540/KC844051/CHINA/2002	1		2002-XX-XX	ncbi	China	1	1b
HCV/HCV130/MT184374/CHINA/2015	1		2015-04-21	ncbi	China		
HCV/HCV089/MT184372/CHINA/2016	1		2016-02-01	ncbi	China		
HCV/HCV090/MT184373/CHINA/2017	1		2017-01-11	ncbi	China		
HCV/1B_093/LC368395/JAPAN/2009	1		2009-XX-XX	ncbi	Japan	1	1b
1B_HCV-1B/US/BID-V139/1992	1		1992-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V348/2002	1		2002-XX-XX	ncbi	USA	1	1b
HCV/1B_PT1-98_R/AB828699/JAPAN/1998	1		1998-04-28	ncbi	Japan	1	1b
HCV/1B_PT1-05_R/AB828702/JAPAN/2005	1		2005-08-22	ncbi	Japan	1	1b
HCV/1B_PT1-98_Q2/AB828701/JAPAN/1998	1		1998-04-28	ncbi	Japan	1	1b
HCV/1B_PT1-98_Q1/AB828700/JAPAN/1998	1		1998-04-28	ncbi	Japan	1	1b
HCV/1B_PT1-05_Q1/AB828703/JAPAN/2005	1		2005-08-22	ncbi	Japan	1	1b
HCV/1B_PT1-05_Q2/AB828704/JAPAN/2005	1		2005-08-22	ncbi	Japan	1	1b
HCV/D252/FJ515105/TAIWAN/2005	1		2005-XX-XX	ncbi	Taiwan		
HCV/1B_085/LC368387/JAPAN/2006	1		2006-XX-XX	ncbi	Japan	1	1b
HCV/SC162/KY120328/CHINA/2005	1		2005-05-09	ncbi	China		
HCV/1B_073/LC368375/JAPAN/2003	1		2003-XX-XX	ncbi	Japan	1	1b
HCV/1B_088/LC368390/JAPAN/2007	1		2007-XX-XX	ncbi	Japan	1	1b
HCV/1B_106/LC368408/JAPAN/2008	1		2008-XX-XX	ncbi	Japan	1	1b
HCV/1B_137/LC368437/JAPAN/2014	1		2014-XX-XX	ncbi	Japan	1	1b
HCV/1B_141/LC368441/JAPAN/2015	1		2015-XX-XX	ncbi	Japan	1	1b
HCV/1B_149/LC368447/JAPAN/2016	1		2016-XX-XX	ncbi	Japan	1	1b
HCV/1B_117/LC368418/JAPAN/2012	1		2012-XX-XX	ncbi	Japan	1	1b
HCV/1B_025/LC368333/JAPAN/2011	1		2011-XX-XX	ncbi	Japan	1	1b
HCV/1B_032/LC368338/JAPAN/2012	1		2012-XX-XX	ncbi	Japan	1	1b
HCV/1B_136/LC368436/JAPAN/2014	1		2014-XX-XX	ncbi	Japan	1	1b
HCV/1B_118/LC368419/JAPAN/2012	1		2012-XX-XX	ncbi	Japan	1	1b
HCV/1B_033/LC368339/JAPAN/2012	1		2012-XX-XX	ncbi	Japan	1	1b
HCV/1B_035/LC368341/JAPAN/2013	1		2013-XX-XX	ncbi	Japan	1	1b
HCV/1B_094/LC368396/JAPAN/2009	1		2009-XX-XX	ncbi	Japan	1	1b
HCV/1B_029/LC368337/JAPAN/2011	1		2011-XX-XX	ncbi	Japan	1	1b
HCV/1B_037/LC368343/JAPAN/2014	1		2014-XX-XX	ncbi	Japan	1	1b
HCV/1B_115/LC368417/JAPAN/2013	1		2013-XX-XX	ncbi	Japan	1	1b
HCV/1B_098/LC368400/JAPAN/2009	1		2009-XX-XX	ncbi	Japan	1	1b
HCV/1B_108/LC368410/JAPAN/2008	1		2008-XX-XX	ncbi	Japan	1	1b
HCV/1B_128/LC368429/JAPAN/2012	1		2012-XX-XX	ncbi	Japan	1	1b
HCV/1B_036/LC368342/JAPAN/2013	1		2013-XX-XX	ncbi	Japan	1	1b
HCV/1B_034/LC368340/JAPAN/2013	1		2013-XX-XX	ncbi	Japan	1	1b
HCV/1B_042/LC368345/JAPAN/2015	1		2015-XX-XX	ncbi	Japan	1	1b
HCV/1B_028/LC368336/JAPAN/2011	1		2011-XX-XX	ncbi	Japan	1	1b
HCV/1B_026/LC368334/JAPAN/2010	1		2010-XX-XX	ncbi	Japan	1	1b
HCV/1B_111/LC368413/JAPAN/2011	1		2011-XX-XX	ncbi	Japan	1	1b
1B_HCV-1B/CH/BID-V277/2002	1		2002-XX-XX	ncbi	Switzerland	1	1b
HCV/VAL016/KC439502/USA/2005	1		2005-10-17	ncbi	USA		
1B_HCV-1B/US/BID-V421/2005	1		2005-XX-XX	ncbi	USA	1	1b
HCV/5438/KC439518/USA/2002	1		2002-06-20	ncbi	USA		
HCV/2468/KC439509/USA/1997	1		1997-08-05	ncbi	USA		
1B_HCV-1B/US/BID-V380/2003	1		2003-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V382/2003	1		2003-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V353/2002	1		2002-XX-XX	ncbi	USA	1	1b
HCV/3642/KC439513/USA/1998	1		1998-06-17	ncbi	USA		
1B_HCV-1B/US/BID-V1749/2008	1		2008-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V148/2004	1		2004-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V509/2001	1		2001-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/CH/BID-V291/2002	1		2002-XX-XX	ncbi	Switzerland	1	1b
1B_HCV-1B/CH/BID-V305/2003	1		2003-XX-XX	ncbi	Switzerland	1	1b
1B_HCV-1B/CH/BID-V289/2006	1		2006-XX-XX	ncbi	Switzerland	1	1b
1B_HCV-1B/CH/BID-V295/2002	1		2002-XX-XX	ncbi	Switzerland	1	1b
1B_HCV-1B/US/BID-V416/2001	1		2001-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V420/2002	1		2002-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V143/2003	1		2003-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V455/2006	1		2006-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V376/2006	1		2006-XX-XX	ncbi	USA	1	1b
HCV/1B_014/LC368322/JAPAN/2009	1		2009-XX-XX	ncbi	Japan	1	1b
HCV/6419/KC439521/USA/2009	1		2009-03-03	ncbi	USA		
HCV/HITCFICT0189FX/KU871309/AUSTRALIA/2011	1		2011-11-28	ncbi	Australia		
HCV/2071/KC439506/USA/1997	1		1997-03-31	ncbi	USA		
1B_HCV-1B/US/BID-V125/1992	1		1992-XX-XX	ncbi	USA	1	1b
HCV/6424/KC439523/USA/2009	1		2009-04-10	ncbi	USA		
1B_HCV-1B/US/BID-V449/2006	1		2006-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V122/1991	1		1991-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/CH/BID-V280/2004	1		2004-XX-XX	ncbi	Switzerland	1	1b
1B_HCV-1B/CH/BID-V273/2003	1		2003-XX-XX	ncbi	Switzerland	1	1b
1B_HCV-1B/US/BID-V368/2006	1		2006-XX-XX	ncbi	USA	1	1b
HCV/3951/KC439514/USA/1999	1		1999-03-04	ncbi	USA		
HCV/5226/KC439516/USA/2002	1		2002-02-28	ncbi	USA		
1B_HCV-1B/US/BID-V158/2003	1		2003-XX-XX	ncbi	USA	1	1b
HCV/486/KC439515/USA/1995	1		1995-08-07	ncbi	USA		
1B_HCV-1B/US/BID-V150/2004	1		2004-XX-XX	ncbi	USA	1	1b
HCV/215/KC439507/USA/1995	1		1995-04-20	ncbi	USA		
1B_HCV-1B/US/BID-V373/2006	1		2006-XX-XX	ncbi	USA	1	1b
HCV/1909/KC439503/USA/1997	1		1997-01-17	ncbi	USA		
1B_HCV-1B/US/BID-V163/2002	1		2002-XX-XX	ncbi	USA	1	1b
HCV/3374/KC439512/USA/1998	1		1998-03-03	ncbi	USA		
1B_HCV-1B/CH/BID-V279/2004	1		2004-XX-XX	ncbi	Switzerland	1	1b
1B_HCV-1B/US/BID-V145/2005	1		2005-XX-XX	ncbi	USA	1	1b
HCV/H010/KC439481/USA/2003	1		2003-10-13	ncbi	USA		
HCV/UMI013/KC439499/USA/2002	1		2002-04-16	ncbi	USA		
1B_HCV-1B/US/BID-V132/1996	1		1996-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V160/2002	1		2002-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V128/1992	1		1992-XX-XX	ncbi	USA	1	1b
HCV/H037/KC439486/USA/2005	1		2005-04-26	ncbi	USA		
HCV/UFOTL0181/MW629120/USA/2002	1		2002-03-25	ncbi	USA		
1B_HCV-1B/US/BID-V124/1992	1		1992-XX-XX	ncbi	USA	1	1b
HCV/1B_LB/HQ110091/USA/1996	1		1996-10-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V156/2004	1		2004-XX-XX	ncbi	USA	1	1b
HCV/1B_079/LC368381/JAPAN/2005	1		2005-XX-XX	ncbi	Japan	1	1b
1B_HCV-1B/US/BID-V151/2002	1		2002-XX-XX	ncbi	USA	1	1b
HCV/SLU072/KC439490/USA/2005	1		2005-04-25	ncbi	USA		
1B_HCV-1B/US/BID-V140/1991	1		1991-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V144/2002	1		2002-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V512/2005	1		2005-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V366/2006	1		2006-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V152/2003	1		2003-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V155/2003	1		2003-XX-XX	ncbi	USA	1	1b
HCV/1B_022/LC368330/JAPAN/2014	1		2014-XX-XX	ncbi	Japan	1	1b
1B_HCV-1B/US/BID-V154/2001	1		2001-XX-XX	ncbi	USA	1	1b
HCV/365531/MW689976/UNITED-KINGDOM/2014	1		2014-05-22	ncbi	United Kingdom		
HCV/S152_20071126_NF_B10/MZ556920/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_T03/MZ556928/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_T07/MZ556931/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_A09/MZ556908/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_T09/MZ556933/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_T11/MZ556934/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_C03/MZ556927/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_T14/MZ556936/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_T13/MZ556935/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_T04/MZ556929/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_B06/MZ556917/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_A14/MZ556911/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_B12/MZ556922/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_B05/MZ556916/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_A05/MZ556905/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_C02/MZ556926/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_T06/MZ556930/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_T08/MZ556932/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_A11/MZ556910/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_A07/MZ556906/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_A04/MZ556904/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_B13/MZ556923/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_A02/MZ556903/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_B01/MZ556913/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_B07/MZ556918/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_A01/MZ556902/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_B09/MZ556919/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_A15/MZ556912/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_B02/MZ556914/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_B16/MZ556925/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_A10/MZ556909/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_B11/MZ556921/USA/2007	1		2007-11-26	ncbi	USA		
HCV/S152_20071126_NF_B14/MZ556924/USA/2007	1		2007-11-26	ncbi	USA		
HCV/1B_002/LC368310/JAPAN/2003	1		2003-XX-XX	ncbi	Japan	1	1b
1B_HCV-1B/US/BID-V126/1991	1		1991-XX-XX	ncbi	USA	1	1b
HCV/SLU111/KC439497/USA/2006	1		2006-09-01	ncbi	USA		
1B_HCV-1B/US/BID-V370/2006	1		2006-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V159/2004	1		2004-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V138/1989	1		1989-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V135/1992	1		1992-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V142/2004	1		2004-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V355/2006	1		2006-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V384/2005	1		2005-XX-XX	ncbi	USA	1	1b
HCV/2936/KC439510/USA/1997	1		1997-11-02	ncbi	USA		
HCV/H028/KC439485/USA/2004	1		2004-09-29	ncbi	USA		
1B_HCV-1B/US/BID-V443/2001	1		2001-XX-XX	ncbi	USA	1	1b
HCV/SLU107/KC439496/USA/2006	1		2006-08-02	ncbi	USA		
1B_HCV-1B/US/BID-V442/2001	1		2001-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V2148/1999	1		1999-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V385/2006	1		2006-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V364/2006	1		2006-XX-XX	ncbi	USA	1	1b
HCV/1B_056/LC368359/JAPAN/2013	1		2013-XX-XX	ncbi	Japan	1	1b
1B_HCV-1B/US/BID-V371/2006	1		2006-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V379/2005	1		2005-XX-XX	ncbi	USA	1	1b
HCV/B/KM587615/USA/2012	1		2012-07-06	ncbi	USA		
1B_HCV-1B/US/BID-V349/2002	1		2002-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V341/2003	1		2003-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V344/2001	1		2001-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V1715/2007	1		2007-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V164/2002	1		2002-XX-XX	ncbi	USA	1	1b
HCV/2001079/MT632177/ISRAEL/2017	1		2017-05-08	ncbi	Israel		
1B_HCV-1B/US/BID-V127/1992	1		1992-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V134/1990	1		1990-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V347/2003	1		2003-XX-XX	ncbi	USA	1	1b
